Level	Date and Time	Source	Event ID	Task Category
Information	18-11-2025 22:08:33	Microsoft-Windows-Ntfs	98	None	Volume \\?\Volume{62de1141-d3e0-4619-a2fd-2ddc31761ed3} (\Device\HarddiskVolume5) is healthy.  No action is needed.
Warning	18-11-2025 22:08:32	Microsoft-Windows-Kernel-PnP	219	(212)	"The driver \Driver\WUDFRd failed to load.
Device: PCI\VEN_8086&DEV_A71D&SUBSYS_381D17AA&REV_00\3&11583659&1&20
Status: 0xC0000365"
Information	18-11-2025 22:08:32	Microsoft-Windows-DriverFrameworks-UserMode	10118	Startup of the UMDF reflector	UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts.
Information	18-11-2025 22:08:31	Microsoft-Windows-Kernel-Power	125	(86)	"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 373K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 378K             
_HOT = 0K             
minimum throttle = 0             
_CR3 = 0K"
Information	18-11-2025 22:08:31	googlehaxm	4	None	"The description for Event ID 4 from source googlehaxm cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information	18-11-2025 22:08:31	Microsoft-Windows-FilterManager	6	None	File System Filter 'npsvctrig' (10.0, ‎1978‎-‎05‎-‎14T14:43:30.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:30	Microsoft-Windows-FilterManager	6	None	File System Filter '360Box64' (6.1, ‎2024‎-‎10‎-‎08T14:49:39.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:30	Microsoft-Windows-FilterManager	6	None	File System Filter '360FsFlt' (6.1, ‎2025‎-‎07‎-‎21T12:25:24.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:30	Microsoft-Windows-FilterManager	6	None	File System Filter 'UCPD' (10.0, ‎1998‎-‎05‎-‎25T20:10:41.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:30	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileCrypt' (10.0, ‎2075‎-‎09‎-‎01T03:37:07.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:30	Microsoft-Windows-Ntfs	98	None	Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information	18-11-2025 22:08:29	Microsoft-Windows-Ntfs	98	None	Volume S: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information	18-11-2025 22:08:29	Microsoft-Windows-BitLocker-Driver	24709	None	This event contains the boot-time final TPM PCR values and TCG log data.
Information	18-11-2025 22:08:29	Microsoft-Windows-BitLocker-Driver	24711	None	"A V2 TPM protector was used to start Windows.
Binding ID: {e0f3b476-a73e-4425-805b-0c939f260e04}."
Information	18-11-2025 22:08:29	Microsoft-Windows-BitLocker-Driver	24709	None	This event contains the boot-time final TPM PCR values and TCG log data.
Information	18-11-2025 22:08:29	Microsoft-Windows-FilterManager	6	None	File System Filter 'Wof' (10.0, ‎2089‎-‎07‎-‎15T08:28:05.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:29	Microsoft-Windows-FilterManager	6	None	File System Filter 'FileInfo' (10.0, ‎2093‎-‎04‎-‎02T06:59:43.000000000Z) has successfully loaded and registered with Filter Manager.
Information	18-11-2025 22:08:27	Microsoft-Windows-HAL	16	None	IOMMU fault reporting has been initialized.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-General	20	(6)	"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	18-11-2025 22:08:27	Microsoft-Windows-IsolatedUserMode	3	None	Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode.
Warning	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	167	None	The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading.
Information	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	165	None	"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: true
Buffer flush needed: true
"
Information	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	156	None	"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: false
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	129	None	"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	2	None	Hypervisor scheduler type is 0x4.
Information	18-11-2025 22:08:27	Microsoft-Windows-Hyper-V-Hypervisor	1	None	Hypervisor successfully started.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	27	(33)	The boot type was 0x0.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	25	(32)	The boot menu policy was 0x1.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	238	(101)	EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2025‎-‎11‎-‎18T22:08:24.000000000Z.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	247	(99)	Unable to load Pluton-Windows firmware. StatusCode: STATUS_SUCCESS, Reason: Failed to apply firmware.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	20	(31)	The last shutdown's success status was true. The last boot's success status was true.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-Boot	153	(62)	Virtualization-based security (policies: VBS Enabled,VSM Required,Hvci,Boot Chain Signer Soft Enforced) is enabled due to VBS registry configuration.
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-General	25	(12)	"The system time was initialized to ‎2025‎-‎11‎-‎18T16:38:26.500000000Z. 

Loader time: ‎2025‎-‎11‎-‎18T16:38:24.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time is in UTC: false
Soft boot: false
Success: true
Phase: 0"
Information	18-11-2025 22:08:27	Microsoft-Windows-Kernel-General	12	(1)	The operating system started at system time ‎2025‎-‎11‎-‎18T16:38:26.500000000Z.
Information	18-11-2025 22:08:16	Microsoft-Windows-Kernel-General	13	(2)	The operating system is shutting down at system time ‎2025‎-‎11‎-‎18T16:38:16.836034700Z.
Information	18-11-2025 22:08:16	Microsoft-Windows-Kernel-Power	577	(280)	The system has prepared for a system initiated reboot from Active.
Information	18-11-2025 22:08:15	Microsoft-Windows-Kernel-Power	109	(103)	"The kernel power manager has initiated a shutdown transition.

Action: Power Action Reboot 
Event Code: 0x0 
Reason: Kernel API"
Information	18-11-2025 22:08:11	Microsoft-Windows-WLAN-AutoConfig	4001	None	"WLAN AutoConfig service has successfully stopped.
"
Warning	18-11-2025 22:08:11	Microsoft-Windows-WLAN-AutoConfig	10002	None	"WLAN Extensibility Module has stopped.

Module Path: C:\Windows\system32\IntelIHVRouter14.dll
"
Information	18-11-2025 22:08:44	EventLog	6013	None	The system uptime is 17 seconds.
Information	18-11-2025 22:08:44	EventLog	6005	None	The Event log service was started.
Information	18-11-2025 22:08:44	EventLog	6009	None	Microsoft (R) Windows (R) 10.00. 26200  Multiprocessor Free.
Information	18-11-2025 22:08:10	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	18-11-2025 22:08:10	Microsoft-Windows-Dhcp-Client	50106	Service State Event	DHCPv4 is waiting on DHCPv6 service to stop
Information	18-11-2025 22:08:10	Microsoft-Windows-DHCPv6-Client	51057	Service State Event	DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information	18-11-2025 22:08:10	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	18-11-2025 22:08:10	Microsoft-Windows-Dhcp-Client	50105	Service State Event	DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information	18-11-2025 22:08:10	Microsoft-Windows-Dhcp-Client	50104	Service State Event	DHCPv4 client received shutdown notification
Error	18-11-2025 22:08:10	Service Control Manager	7043	None	The Universal Device Client Service service did not shut down properly after receiving a preshutdown control.
Information	18-11-2025 22:08:10	EventLog	6006	None	The Event log service was stopped.
Information	18-11-2025 22:07:54	Microsoft-Windows-IsolatedUserMode	2	None	Secure Trustlet Id 6 and Pid 12036 stopped with status STATUS_SUCCESS.
Information	18-11-2025 22:07:51	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	18-11-2025 22:07:50	Microsoft-Windows-IsolatedUserMode	2	None	Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Warning	18-11-2025 22:07:50	winsrvext	100	None	Process C:\Users\gunis\AppData\Local\Kingsoft\WPS Office\12.2.0.23155\office6\wpscloudsvr.exe is delaying system shutdown after 5047 milliseconds.
Error	18-11-2025 22:07:45	Microsoft-Windows-DistributedCOM	10010	None	The server Microsoft.AAD.BrokerPlugin_1000.19580.1000.2_neutral_neutral_cw5n1h2txyewy!Windows.Security.Authentication.Web.Core.BackgroundGetTokenTask.ClassId.WebAccountProvider did not register with DCOM within the required timeout.
Information	18-11-2025 22:07:45	User32	1074	None	"The process C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe (SAIGANESH) has initiated the restart of computer SAIGANESH on behalf of user Saiganesh\gunis for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information	18-11-2025 22:02:56	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: 9NHT9RB2F4HD-Microsoft.Copilot
Information	18-11-2025 22:02:16	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: 9NHT9RB2F4HD-Microsoft.Copilot
Information	18-11-2025 22:02:15	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	18-11-2025 21:58:15	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\gunis\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Warning	18-11-2025 21:51:06	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user Saiganesh\gunis SID (S-1-5-21-2782663264-3991100608-3008750438-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	18-11-2025 21:50:04	Application Popup	26	None	Application popup: Windows - Virtual Memory Minimum Too Low : Your system is low on virtual memory. Windows is increasing the size of your virtual memory paging file. During this process, memory requests for some applications may be denied. For more information, see Help. 
Warning	18-11-2025 21:49:08	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name wpad timed out after none of the configured DNS servers responded. Client PID 16584.
Information	18-11-2025 21:48:48	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Google Play Games Services (25.11.157.2)
Service File Name:  C:\Program Files\Google\Play Games Services\25.11.157.2\Service\GooglePlayGamesServices.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	18-11-2025 21:47:05	Netwtw14	7003	None	7003 - Roam Complete
Information	18-11-2025 21:47:05	Netwtw14	7021	None	7021 - Connection telemetry fields and analysis usage
